category,rank,asin,name,title,rating,reviews,symbol,value,image,link,date,origin
Kindle Store,#27,B0CR7FCTF2,Madness-Dark-Revenge-Romance-English-ebook,Madness: A Dark Revenge Romance (English Edition),"4,8 van 5 sterren",7.471,€ ,"4,49","https://images-eu.ssl-images-amazon.com/images/I/91xwRG5mXAL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Madness-Dark-Revenge-Romance-English-ebook/dp/B0CR7FCTF2/ref=zg_bs_g_digital-text_d_sccl_27/259-0438863-1591668?psc=1,2024-09-13,best_sellers
Kindle Store,#28,B0CW1CJW5R,stem-van-het-meer-ebook,De stem van het meer,"4,0 van 5 sterren",28,€ ,"13,99","https://images-eu.ssl-images-amazon.com/images/I/81CQf+RuePL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/stem-van-het-meer-ebook/dp/B0CW1CJW5R/ref=zg_bs_g_digital-text_d_sccl_28/259-0438863-1591668?psc=1,2024-09-13,best_sellers
Kindle Store,#29,B0DFCNPSDG,Oroppa-Safae-el-Khannoussi-ebook,Oroppa,"5,0 van 5 sterren",1,€ ,"14,99","https://images-eu.ssl-images-amazon.com/images/I/61aC2bKfz9L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Oroppa-Safae-el-Khannoussi-ebook/dp/B0DFCNPSDG/ref=zg_bs_g_digital-text_d_sccl_29/259-0438863-1591668?psc=1,2024-09-13,best_sellers
Kindle Store,#30,B07L5NBF7W,Grand-Hotel-Europa-Leonard-Pfeijffer-ebook,Grand Hotel Europa,"4,4 van 5 sterren",856,€ ,"13,99","https://images-eu.ssl-images-amazon.com/images/I/71hKqDJUHFL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Grand-Hotel-Europa-Leonard-Pfeijffer-ebook/dp/B07L5NBF7W/ref=zg_bs_g_digital-text_d_sccl_30/259-0438863-1591668?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#1,B01A6LTSA0,Crocs-Classic-Lined-uniseks-volwassene-Klompen,Crocs Classic Lined Clog uniseks-volwassene Klompen,"4,7 van 5 sterren",103.731,€ ,"28,00","https://images-eu.ssl-images-amazon.com/images/I/81D3ciS-WmL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Crocs-Classic-Lined-uniseks-volwassene-Klompen/dp/B01A6LTSA0/ref=zg_bs_g_fashion_d_sccl_1/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#2,B07TS3KMHG,Levis-725TM-Bootcut-Jeans-Vrouwen,Levi's 725™ High Rise Bootcut Jeans Vrouwen,"4,4 van 5 sterren",3.169,€ ,"54,98","https://images-eu.ssl-images-amazon.com/images/I/61LLEMKuoRL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Levis-725TM-Bootcut-Jeans-Vrouwen/dp/B07TS3KMHG/ref=zg_bs_g_fashion_d_sccl_2/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#3,B07WLM812G,Uniseks-Kind-Mouwen-Park20-Obsidiaan-BV6901-451,NIKE Y NK DF PARK20 CREW TOP uniseks-kind Top met lange mouwen (1-Pack),"4,5 van 5 sterren",43,€ ,"24,79","https://images-eu.ssl-images-amazon.com/images/I/61HJU4JLoIL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Uniseks-Kind-Mouwen-Park20-Obsidiaan-BV6901-451/dp/B07WLM812G/ref=zg_bs_g_fashion_d_sccl_3/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#4,B08R6F7LQW,adidas-Squadra-T-shirt-lange-mouwen,adidas SQUAD 21 JSY LS Voor mannen. Lange trui,"4,2 van 5 sterren",46,€ ,"17,74","https://images-eu.ssl-images-amazon.com/images/I/51SVO+lb7VS._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/adidas-Squadra-T-shirt-lange-mouwen/dp/B08R6F7LQW/ref=zg_bs_g_fashion_d_sccl_4/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#5,B00N3ZI8DA,Havaianas-4000030-teenslippers-dames-Golden,Havaianas Slim teenslippers voor dames.,"4,7 van 5 sterren",45.094,€ ,"16,90","https://images-eu.ssl-images-amazon.com/images/I/61vq+dpPuiL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Havaianas-4000030-teenslippers-dames-Golden/dp/B00N3ZI8DA/ref=zg_bs_g_fashion_d_sccl_5/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#6,B00HZ3TAQ0,UGG-Neumel-Klassieke-laarzen-heren,UGG Neumel heren Klassieke laarzen,"4,7 van 5 sterren",13.724,€ ,"82,95","https://images-eu.ssl-images-amazon.com/images/I/71DYhV3BY5L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/UGG-Neumel-Klassieke-laarzen-heren/dp/B00HZ3TAQ0/ref=zg_bs_g_fashion_d_sccl_6/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#7,B0CR5WGPH8,ECOHUB-Handbagage-Opvouwbare-Verwijderbare-Aangevraagd,"ECOHUB Easyjet Handbagage Tas 45x36x20, 30L Opvouwbare Reistas, Onder Stoel Flight Bag, Waterdicht Weekendtas met Verwijderbare Natzak, Sporttas Cabinetas Dames Heren, Patent Aangevraagd(Zwart)","4,4 van 5 sterren",259,€ ,"19,99","https://images-eu.ssl-images-amazon.com/images/I/61NW+kItV5L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/ECOHUB-Handbagage-Opvouwbare-Verwijderbare-Aangevraagd/dp/B0CR5WGPH8/ref=zg_bs_g_fashion_d_sccl_7/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#8,B0C6M38N4V,Handbagagetas-opvouwbare-Ziekenhuistas-WANDF-Marineblauw,Handbagagetas voor vliegtuig Reistas Kleine opvouwbare handbagage Ryanair 40x20x25cm Sporttas Ziekenhuistas Weekendtas van WANDF (Denim Marineblauw 20L),"4,3 van 5 sterren",331,€ ,"11,99","https://images-eu.ssl-images-amazon.com/images/I/81G+xvB514L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Handbagagetas-opvouwbare-Ziekenhuistas-WANDF-Marineblauw/dp/B0C6M38N4V/ref=zg_bs_g_fashion_d_sccl_8/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#9,B0BWF6K65Z,CNMTCCO-handbagage-schouderriem-waterdichte-handbagagetas,CNMTCCO Ryanair Cabin Bag 40x20x25 Onderstoel Kleine Cabine Tas met Schouderriem Opvouwbare Reistas Waterdichte Holdall Bag Carry on Bag Handbagage Tas voor Mannen en Vrouwen,"4,1 van 5 sterren",988,€ ,"10,45","https://images-eu.ssl-images-amazon.com/images/I/81POXpIluaL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/CNMTCCO-handbagage-schouderriem-waterdichte-handbagagetas/dp/B0BWF6K65Z/ref=zg_bs_g_fashion_d_sccl_9/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#10,B09VC4QFR3,VSUDO-Platte-Schoenveters-voor-Sneakers,VSUDO Platte Schoenveters voor Sneakers – Hoogwaardige 8mm Breedte Sneakers Veters - Geschikt voor Schoenen met Veters of Schoenveters,"4,5 van 5 sterren",8.579,€ ,"6,99","https://images-eu.ssl-images-amazon.com/images/I/51f2XqHUTML._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/VSUDO-Platte-Schoenveters-voor-Sneakers/dp/B09VC4QFR3/ref=zg_bs_g_fashion_d_sccl_10/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#11,B07F5CFSKT,Crep-Protect-Shoe-Protector-Spray,"Crep Protect Shoe Protector Spray - 200ml Rain & Stain Waterproof Nano Protection for Sneaker, Leather, Nubuck, Suede & Canvas","4,5 van 5 sterren",4.154,€ ,"15,00","https://images-eu.ssl-images-amazon.com/images/I/61t4Z6+N0sL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Crep-Protect-Shoe-Protector-Spray/dp/B07F5CFSKT/ref=zg_bs_g_fashion_d_sccl_11/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#12,B0BM4FZSDD,FedMois-kinderen-sneaker-onzichtbaar-Pingu%C3%AFn,FedMois 5 paar Baby kinderen sokken met anti slip grip sneaker sokken onzichtbaar katoen,"4,7 van 5 sterren",5.691,€ ,"11,99","https://images-eu.ssl-images-amazon.com/images/I/71Rx8yhWsML._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/FedMois-kinderen-sneaker-onzichtbaar-Pingu%C3%AFn/dp/B0BM4FZSDD/ref=zg_bs_g_fashion_d_sccl_12/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#14,B0014C5S7S,Crocs-Classic-Sellers-uniseks-volwassene-Klompen,Crocs uniseks-volwassene Classic Clogs (Best Sellers) Klompen,"4,7 van 5 sterren",519.069,€ ,"34,99","https://images-eu.ssl-images-amazon.com/images/I/81LPwvQLXJL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Crocs-Classic-Sellers-uniseks-volwassene-Klompen/dp/B0014C5S7S/ref=zg_bs_g_fashion_d_sccl_14/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#15,B000YKO2XM,Havaianas-4000029-teenslippers-volwassenen-41,Havaianas Top Marineblauw uniseks-kind Teenslipper,"4,6 van 5 sterren",34.927,€ ,"11,00","https://images-eu.ssl-images-amazon.com/images/I/71RfeFK4U3L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Havaianas-4000029-teenslippers-volwassenen-41/dp/B000YKO2XM/ref=zg_bs_g_fashion_d_sccl_15/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#16,B07FMCMFR9,STEALTH-Wallet-Lichtgewicht-Minimalistische-Portemonnees,STEALTH Wallet - Slanke Lichtgewicht Minimalistische Kaarthouder Portemonnee - Compacte RFID/NFC Blokkerende Pop-up Portemonnees Kaarthouders met Geschenkdoos (Grijs Aluminium met Zwart Leer),"4,4 van 5 sterren",7.057,€ ,"21,49","https://images-eu.ssl-images-amazon.com/images/I/81UqQEWj-LL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/STEALTH-Wallet-Lichtgewicht-Minimalistische-Portemonnees/dp/B07FMCMFR9/ref=zg_bs_g_fashion_d_sccl_16/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#17,B0BYMRS43N,WANDF-Handbagagetas-ziekenhuistas-Donkerblauw-Schouderband,WANDF Handbagagetas voor vliegtuig Reistas Kleine opvouwbare handbagage Ryanair 40x20x25cm sporttas ziekenhuistas weekendtas (Donkerblauw 20L met Schouderband),"4,3 van 5 sterren",4.627,€ ,"12,99","https://images-eu.ssl-images-amazon.com/images/I/81HuOmAztyL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/WANDF-Handbagagetas-ziekenhuistas-Donkerblauw-Schouderband/dp/B0BYMRS43N/ref=zg_bs_g_fashion_d_sccl_17/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#18,B08VW9TF15,Adidas-Squad-Gk21-sweatshirt-kinderen,adidas SQUAD GK21 JSYY jongens T-shirts,"4,4 van 5 sterren",6,€ ,"10,95","https://images-eu.ssl-images-amazon.com/images/I/61UNPFzFBLS._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Adidas-Squad-Gk21-sweatshirt-kinderen/dp/B08VW9TF15/ref=zg_bs_g_fashion_d_sccl_18/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#19,B094QT69GF,Veiligheidsschoenen-Werkschoenen-Beschermende-Werkveiligheidsschoenen-Lichtgewicht,Veiligheidsschoenen Werkschoenen Heren Dames Stalen Neus Schoenen Beschermende Schoenen Sneaker Werkveiligheidsschoenen Lichtgewicht,"4,2 van 5 sterren",1.924,€ ,"32,29","https://images-eu.ssl-images-amazon.com/images/I/61fiCuW1m3S._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Veiligheidsschoenen-Werkschoenen-Beschermende-Werkveiligheidsschoenen-Lichtgewicht/dp/B094QT69GF/ref=zg_bs_g_fashion_d_sccl_19/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#20,B01IU8WIJ4,UGG-Schoenverzorgingsset-voor-dames-natuurlijk,UGG Schoenverzorgingsset voor dames,"4,5 van 5 sterren",15.664,€ ,"39,99","https://images-eu.ssl-images-amazon.com/images/I/5129e0tUtaL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/UGG-Schoenverzorgingsset-voor-dames-natuurlijk/dp/B01IU8WIJ4/ref=zg_bs_g_fashion_d_sccl_20/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#21,B001BEAWXY,Calvin-Klein-heren-Onderbroek-Trunk,Calvin Klein 3P Trunk heren Onderbroek (3-Pack),"4,5 van 5 sterren",43.376,€ ,"27,95","https://images-eu.ssl-images-amazon.com/images/I/81I0u1v8lzL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Calvin-Klein-heren-Onderbroek-Trunk/dp/B001BEAWXY/ref=zg_bs_g_fashion_d_sccl_21/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#22,B0160HYB8S,Repel-Umbrella-Winddichte-geventileerde-reisparaplu,Repel Umbrella Winddichte dubbele geventileerde reisparaplu met teflon coating,"4,4 van 5 sterren",76.856,€ ,"29,99","https://images-eu.ssl-images-amazon.com/images/I/71CgcMEo59L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Repel-Umbrella-Winddichte-geventileerde-reisparaplu/dp/B0160HYB8S/ref=zg_bs_g_fashion_d_sccl_22/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#23,B001OI3MQQ,Havaianas-Brasil-uniseks-volwassene-Slippers-Blauw,"Havaianas Brasil Logo (Mini Me), teenslippers voor kinderen, uniseks","4,6 van 5 sterren",63.511,€ ,"19,95","https://images-eu.ssl-images-amazon.com/images/I/61ZO1Rak5BL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Havaianas-Brasil-uniseks-volwassene-Slippers-Blauw/dp/B001OI3MQQ/ref=zg_bs_g_fashion_d_sccl_23/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#24,B00JFZ763K,Shoefresh-schoenverfrisser-schoenendroger-geurvreter-schoendroger,Shoefresh schoenverfrisser & schoenendroger | geurvreter voor schoenen | schoendroger | Opod,"4,4 van 5 sterren",703,€ ,"129,00","https://images-eu.ssl-images-amazon.com/images/I/718hLWT4dmL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Shoefresh-schoenverfrisser-schoenendroger-geurvreter-schoendroger/dp/B00JFZ763K/ref=zg_bs_g_fashion_d_sccl_24/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#25,B00QT7LLGU,Levis-511TM-Jeans-heren-Sequoia,Levi's 511™ Slim Jeans heren,"4,3 van 5 sterren",21.367,€ ,"71,96","https://images-eu.ssl-images-amazon.com/images/I/61dLFi4PltL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Levis-511TM-Jeans-heren-Sequoia/dp/B00QT7LLGU/ref=zg_bs_g_fashion_d_sccl_25/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#26,B0CJM2QC3B,Damesreistas-Handbagagetas-Trainingstas-Ziekenhuistas-K10-Lichtbeige,"Damesreistas 40x20x25 Ryanair Handbagagetas Sporttas Weekendtas Zwemtas Waterdichte reistas Plunjezak Fitnesstas Trainingstas Ziekenhuistas met schoenenvak,K10-Lichtbeige bruin","4,6 van 5 sterren",746,€ ,"29,99","https://images-eu.ssl-images-amazon.com/images/I/61JZG9ELzOL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Damesreistas-Handbagagetas-Trainingstas-Ziekenhuistas-K10-Lichtbeige/dp/B0CJM2QC3B/ref=zg_bs_g_fashion_d_sccl_26/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#27,B08GCNXGRL,WANDF-Toiletietas-waterbestendige-scheerzak-toilettas,"WANDF Toilettas voor heren, reizen, toilettas, reisaccessoires, toilettas, make-uptas, dames, toiletorganizer","4,5 van 5 sterren",11.644,€ ,"9,99","https://images-eu.ssl-images-amazon.com/images/I/81f3KHKdE1L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/WANDF-Toiletietas-waterbestendige-scheerzak-toilettas/dp/B08GCNXGRL/ref=zg_bs_g_fashion_d_sccl_27/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#28,B09NRH3CZR,Packing-kledingtassen-koffer-organizer-pakkubussen-opbergsysteem,"Packing Cubes, 8-delige set, kledingtassen, koffer-organizer voor vakantie en reizen, set pakkubussen, opbergsysteem voor koffer, beige","4,4 van 5 sterren",2.272,€ ,"18,99","https://images-eu.ssl-images-amazon.com/images/I/71dBPopSjUL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Packing-kledingtassen-koffer-organizer-pakkubussen-opbergsysteem/dp/B09NRH3CZR/ref=zg_bs_g_fashion_d_sccl_28/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#29,B0CHP2YLYY,D-DUO-Organizer-portemonnee-accessoires-Donkerblauw,"D.DUO Bag Insert Organizer, portemonnee accessoires, Longchamp lange steel tote organizer (Donkerblauw, L(lange handgreep))","3,8 van 5 sterren",219,€ ,"5,31","https://images-eu.ssl-images-amazon.com/images/I/51h80CwNUwL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/D-DUO-Organizer-portemonnee-accessoires-Donkerblauw/dp/B0CHP2YLYY/ref=zg_bs_g_fashion_d_sccl_29/259-9631422-1128111?psc=1,2024-09-13,best_sellers
"Kleding, schoenen & sieraden",#30,B07H61JFTV,Skechers-Stand-AIR-sneakers-voor-dames,Skechers Uno - Stand On Air Sneaker heren,"4,5 van 5 sterren",5.098,€ ,"59,99","https://images-eu.ssl-images-amazon.com/images/I/71AIs8qfKDL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Skechers-Stand-AIR-sneakers-voor-dames/dp/B07H61JFTV/ref=zg_bs_g_fashion_d_sccl_30/259-9631422-1128111?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#1,B09NVFJLVM,Borstelafdichting-deurafdichting-insectenbescherming-afdichtingsborstel-tochtstopper,"Borstelafdichting, deurafdichting, zelfklevend, 9 mm (B) x 9 mm (D) x 6 m (L), deurafdichting, insectenbescherming, afdichtingsborstel voor deur, ramen, kledingkast, tochtstopper voor deuren","4,2 van 5 sterren",2.042,€ ,"5,59","https://images-eu.ssl-images-amazon.com/images/I/81LueDi9T4L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Borstelafdichting-deurafdichting-insectenbescherming-afdichtingsborstel-tochtstopper/dp/B09NVFJLVM/ref=zg_bs_g_hi_d_sccl_1/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#2,B08PKMT2DV,Philips-Hue-Dimmer-Switch-Dimschakelaar,Philips Hue Dimmer Switch V2 - Draadloze Schakelaar - Dimschakelaar - Slimme Schakelaar voor Hue,"4,7 van 5 sterren",11.401,€ ,"18,00","https://images-eu.ssl-images-amazon.com/images/I/619OOljbLjL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Philips-Hue-Dimmer-Switch-Dimschakelaar/dp/B08PKMT2DV/ref=zg_bs_g_hi_d_sccl_2/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#3,B08QC7QKYR,Zigbee-deur-en-raamopeningsmelder-Sonoff,Zigbee deur- en raamopeningsmelder Sonoff,"3,9 van 5 sterren",225,€ ,"8,49","https://images-eu.ssl-images-amazon.com/images/I/41gl5-hqNJL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Zigbee-deur-en-raamopeningsmelder-Sonoff/dp/B08QC7QKYR/ref=zg_bs_g_hi_d_sccl_3/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#4,B073FT1QT2,Philips-LED-Spot-6-pack-Energiezuinige-LED-verlichting,Philips LED-Spot 6-pack - Warmwit licht - GU10 - 50 W - Dimbaar - Energiezuinige LED-verlichting,"4,5 van 5 sterren",4.560,€ ,"19,20","https://images-eu.ssl-images-amazon.com/images/I/81ciGtnKIgL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Philips-LED-Spot-6-pack-Energiezuinige-LED-verlichting/dp/B073FT1QT2/ref=zg_bs_g_hi_d_sccl_4/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#5,B0BQWJ4JR7,Dubbelzijdig-montageband-waterdicht-hittebestendig-huisdecoraties,"3M VHB-5952 Dubbelzijdig tape, extra sterk, montageband, waterdicht, hittebestendig, zwart, schuimtape, 4,7 m lengte, 12,7 mm breed, voor auto- en huisdecoraties, 12,7 mm","4,5 van 5 sterren",171,€ ,"9,56","https://images-eu.ssl-images-amazon.com/images/I/51nKy52xyuL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Dubbelzijdig-montageband-waterdicht-hittebestendig-huisdecoraties/dp/B0BQWJ4JR7/ref=zg_bs_g_hi_d_sccl_5/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#6,B0C4L59NLJ,Blukar-ledzaklamp-oplaadbaar-noodgevallen-AAA-batterijen,"Blukar ledzaklamp, zeer krachtig, 20.000 lm, oplaadbaar, tactische zaklamp, 5000 mAh batterij, IPX6 waterdicht, 5 modi en zoombaar voor kamperen/noodgevallen (met 3 AAA-batterijen)","4,7 van 5 sterren",2.782,€ ,"18,46","https://images-eu.ssl-images-amazon.com/images/I/81OFYX8PAJL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Blukar-ledzaklamp-oplaadbaar-noodgevallen-AAA-batterijen/dp/B0C4L59NLJ/ref=zg_bs_g_hi_d_sccl_6/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#7,B07FW3GTXB,Alex-Tech-kabelmantel-zelfsluitende-kabelmanagement,"Alex Tech 13 mm - 3,1 m kabelmantel, zelfsluitende kabelmantel, kabelmanagement voor computer, auto, zwart","4,6 van 5 sterren",57.616,€ ,"12,58","https://images-eu.ssl-images-amazon.com/images/I/71t6eXtVD6L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/Alex-Tech-kabelmantel-zelfsluitende-kabelmanagement/dp/B07FW3GTXB/ref=zg_bs_g_hi_d_sccl_7/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#8,B093SWZ4K4,ARNOMED-wegwerphandschoenen-handschoenen-poedervrij-verkrijgbaar,"ARNOMED wegwerphandschoenen zwart, nitril handschoenen XL, 100 stuks per doos, poedervrij & latexvrij, verkrijgbaar in maat XS, S, M, L, XL & XXL","4,5 van 5 sterren",16.937,€ ,"9,95","https://images-eu.ssl-images-amazon.com/images/I/61jL6gBrPRL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/ARNOMED-wegwerphandschoenen-handschoenen-poedervrij-verkrijgbaar/dp/B093SWZ4K4/ref=zg_bs_g_hi_d_sccl_8/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#9,B084SCFTCG,tesa-Powerstrips-kleefspijker-pleisterwerk-zelfklevende,"tesa Powerstrips Verstelbare kleefspijker voor behang en pleisterwerk, zelfklevende nagel 1 kg - 4 Nägel wit","4,5 van 5 sterren",14.071,€ ,"7,99","https://images-eu.ssl-images-amazon.com/images/I/71K4NWG70mL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/tesa-Powerstrips-kleefspijker-pleisterwerk-zelfklevende/dp/B084SCFTCG/ref=zg_bs_g_hi_d_sccl_9/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#10,B08L4HCJBH,QOFLY-doorzichtig-transparant-waterdicht-weerbestendig,"QOFLY Dekzeil doorzichtig voor buiten, 2 x 3 m afdekzeil, transparant, tentzeil, waterdicht, met oogjes, zeildoek, luifel, opvouwbaar, weerbestendig, duurzaam","3,6 van 5 sterren",1.340,€ ,"19,19","https://images-eu.ssl-images-amazon.com/images/I/81aUwjeVdkL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/QOFLY-doorzichtig-transparant-waterdicht-weerbestendig/dp/B08L4HCJBH/ref=zg_bs_g_hi_d_sccl_10/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#11,B09PY8WQHJ,38-delige-precisie-schroevendraaierset-gereedschapsset-Triwing-horloges,"JOREST 38-delige precisie-schroevendraaierset, gereedschapsset met Torx T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T15, T20, Star P2/P5/P6, Triwing Y000 etc., voor iPhone, Switch, PS4, Mac, laptop, bril, horloges enz","4,5 van 5 sterren",14.186,€ ,"11,99","https://images-eu.ssl-images-amazon.com/images/I/81uUnysgw9L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/38-delige-precisie-schroevendraaierset-gereedschapsset-Triwing-horloges/dp/B09PY8WQHJ/ref=zg_bs_g_hi_d_sccl_11/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#12,B00C2U6794,tesa-55791-00001-00-Powerbond-Ultra-Strong,"Tesa 55791-00001-00 Powerbond Ultra Strong, wit, 1.5m x 19mm","4,1 van 5 sterren",11.795,€ ,"6,95","https://images-eu.ssl-images-amazon.com/images/I/71RS05Z+SzL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/tesa-55791-00001-00-Powerbond-Ultra-Strong/dp/B00C2U6794/ref=zg_bs_g_hi_d_sccl_12/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#13,B0B6V2SKFC,YUNLEX-Nachtlampje-stopcontact-schemeringssensor-Automatisch,"YUNLEX Nachtlampje stopcontact met schemeringssensor, 2 stuks, Automatisch AAN/UIT, 3-niveau helderheid instelbaar, zeer goed voor kinderkamer, trapopgang, slaapkamer, keuken, Badkamer, Amber","4,6 van 5 sterren",1.989,€ ,"15,99","https://images-eu.ssl-images-amazon.com/images/I/51tWRi0XMtL._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/YUNLEX-Nachtlampje-stopcontact-schemeringssensor-Automatisch/dp/B0B6V2SKFC/ref=zg_bs_g_hi_d_sccl_13/260-9968654-7940462?psc=1,2024-09-13,best_sellers
Klussen & gereedschap,#14,B000VDX18E,3M-Peltor-oorkappen-Optime-hoofdband,"3M Peltor oorkappen, Optime III, hoofdband, 35dB, EN 352-1","4,6 van 5 sterren",19.370,€ ,"21,99","https://images-eu.ssl-images-amazon.com/images/I/71Vqh2hzM0L._AC_UL300_SR300,200_.jpg",https://www.amazon.nl/3M-Peltor-oorkappen-Optime-hoofdband/dp/B000VDX18E/ref=zg_bs_g_hi_d_sccl_14/260-9968654-7940462?psc=1,2024-09-13,best_sellers
